Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country
CHRW,C.H. Robinson Worldwide,Freight transportation arrangement,Transportation,TRANS-SERVICES,TRANSPORTATION,Y,UNITED STATES
CHRYY,Chorus,"Telephone communication, except radio",Computer and Technology,Wireless Non-US,TELECOMM SVCS,N,NEW ZEALAND
CHSCP,CHS,Farm-product raw materials,Consumer Staples,AGRI OPERATIONS,FOOD,N,UNITED STATES
CHSN,Chanson International Holding,Food & kindred products,Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,N,CHINA
CHSTY,China High Speed Transmission Equipment Group,"Speed changers, drives, & gears",Industrial Products,MACH-GENL INDL,MACHINERY,N,CHINA
CHT,Chunghwa Telecom,Radiotelephone communication,Utilities,Diversified Comm Services,UTIL-TELEPHONE,Y,"TAIWAN, PROVINCE OF CHINA"
CHTR,Charter Communications,Cable & other pay television services,Consumer Discretionary,CABLE TV,MEDIA,Y,UNITED STATES
CHU,China Unicom Hong Kong,Radiotelephone communication,Computer and Technology,Wireless Non-US,TELECOMM SVCS,N,HONG KONG
CHUC,Charlie's Holdings,Medicinals & botanicals,Consumer Staples,TOBACCO,TOBACCO,N,UNITED STATES
CHWE,CHINAWE.COM INC,,,,,,
CHWTF,COOLPAD GP LTD,,,,,,
CHWY,Chewy,Catalog & mail-order houses,Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,Y,UNITED STATES
CHYCY,Chiyoda,Private households,Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,JAPAN
CHYI,Chykingyoung Investment Development,"Business services, not elsewhere classified",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,HONG KONG
CHYL,CHINA SR LIVING,,,,,,
CHYM,"Chime Financial, Inc.",Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
CHZQ,China Zhong Qi Holdings Limited,,,,,,
CI,Cigna Group,Hospital & medical service plans,Medical,MED-HMO,MEDICAL CARE,Y,UNITED STATES
CIA,Citizens,Life insurance,Finance,INS-LIFE,INSURANCE,Y,UNITED STATES
CIADY,China Mengniu Dairy,Private households,Consumer Staples,FOOD-DAIRY PRDS,FOOD,N,HONG KONG
CIB,Grupo Cibest S.A. - Sponsored ADR,"Commercial banks, not elsewhere classified",Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,Y,COLOMBIA
CIBEY,Commercial International Bank Ltd.,,,,,,
CIBH,Cib Marine Bancshares,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
CIBN,Community Investors Bancorp,Federal savings institutions,Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,N,UNITED STATES
CICC,CHINA INTRN CAF,,,,,,
CICHF,CHINA CONSTRUCT,,,,,,
CICHY,China Construction Bank,Private households,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,CHINA
CICN,SMS Alternatives Inc.,Custom computer programming services,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES
CICOF,"COSCO Shipping Holdings Co., Ltd.",,,,,,
CICOY,China Cosco,Private households,Transportation,TRANS-SHIP,TRANSPORTATION,N,CHINA
CIEIQ,Cobalt International Energy,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
CIEN,Ciena,Telephone & telegraph apparatus,Computer and Technology,Communications Components,TELECOMM EQUIP,Y,UNITED STATES
CIFR,Cipher Mining,Nondepository credit institutions,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
CIG,Comp En De Mn Cemig,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,BRAZIL
CIGI,Colliers International Group,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,Y,CANADA
CIGL,Concorde International Group Ltd.,Detective & armored car services,Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,N,SINGAPORE
CIHHF,CHINA MERCHANTS,,,,,,
CIHKY,China Merchants Bank,Nondepository credit institutions,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,CHINA
CIIT,"TIANCI INTERNATIONAL, INC.",Computer & office equipment,Transportation,TRANS-SHIP,TRANSPORTATION,N,HONG KONG
CIIX,Chineseinvestors.Com,Educational services,Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,UNITED STATES
CIL.,MUNIHLDGS CAL,,,,,,
CILJF,CHINA LIFE INS,,,,,,
CIM,Chimera Investment,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES
CINA,CIA INTERAMERIC,,,,,,
CINF,Cincinnati Financial,"Fire, marine, & casualty insurance",Finance,INS-PROP&CASLTY,INSURANCE,Y,UNITED STATES
CING,Cingulate Inc.,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
CINS,CIRCLE INCOME S,,,,,,
CINT,CI&T,Custom computer programming services,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,BRAZIL
CIO,City Office REIT,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,CANADA
CION,CION Investment Corporation,Holding & other investment offices,Finance,FIN-SBIC&COMMRL,FINANCE,Y,UNITED STATES
CIPI,Correlate Energy Corp.,Engineering services,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,UNITED STATES
CISO,"CISO Global, Inc.",Management consulting services,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES
CISS,C3is Inc.,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,N,GREECE
CITAF,"COSCO SHIPPING Development Co., Ltd.",,,,,,
CITAY,COSCO SHIPPING,,,,,,
CITL,Citel Inc.,,,,,,
CITR,"General Enterprise Ventures, Inc.",Chemicals & allied products,Construction,BLDG-CMT/CNT/AG,BUILDING PRODS,N,UNITED STATES
CIVB,Civista Bancshares,State commercial banks,Finance,BANKS-MIDWEST,BANKS & THRIFTS,Y,UNITED STATES
CIVI,Civitas Resources,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,Y,UNITED STATES
CIVX,CTR INVTS&CONS,,,,,,
CIWT,China Industrial Waste Management,Refuse systems,Industrial Products,POLLUTION CNTRL,POLLUTION CNTRL,N,CHINA
CIX,CompX International,"Cutlery, handtools, & general hardware",Industrial Products,OFFICE SPPL&FRM,IND PRODS/SVC,N,UNITED STATES
CIZN,Citizens Holding Company,State commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,N,UNITED STATES
CJEWY,CHOW TAI FOOK,Private households,Retail/Wholesale,RETAIL-JEWELRY,NONFOOD RETAIL/WH,N,HONG KONG
CJMB,Callan JMB Inc.,"Business services, not elsewhere classified",Transportation,TRANS-SERVICES,TRANSPORTATION,N,UNITED STATES
CJPRY,Central Japan Railway Co.,Private households,Transportation,TRANS-RAIL,TRANSPORTATION,N,JAPAN
CJREF,Corus Entertainment,Radio broadcasting stations,Consumer Discretionary,BRDCST-RADIO/TV,MEDIA,N,CANADA
CK,CKE INC,,,,,,
CKA,CHUSKA RESOURCE,,,,,,
CKHUY,CK Hutchison,Private households,Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,HONG KONG
CKSNY,VESUVIUS PLC,"Nonmetallic mineral products,",Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,UNITED KINGDOM
CKX,CKX Lands,Crude petroleum & natural gas,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES
CL,ColgatePalmolive,Toilet preparations,Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,Y,UNITED STATES
CLAB,CUSTOM LABS,,,,,,
CLAR,Clarus,"Sporting & athletic goods, not elsewhere classified",Consumer Discretionary,LEISURE&REC PRD,OTHER CONS DISC,Y,UNITED STATES
CLB,CORE LABS INC,"Oil & gas field services, not elsewhere classified",Oils/Energy,OIL-FIELD SVCS,OIL MACH/SVC/DRILL,Y,UNITED STATES
CLBK,Columbia Financial,Federal savings institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
CLBT,Cellebrite DI Ltd.,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,ISRAEL
CLCO,Cool Company Ltd.,Water transportation,Transportation,TRANS-SHIP,TRANSPORTATION,N,UNITED KINGDOM
CLDI,"Calidi Biotherapeutics, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
CLDPQ,Cloud Peak Energy,Bituminous coal & lignite - surface mining,Oils/Energy,COAL,COAL,N,UNITED STATES
CLDT,Chatham Lodging Trust REIT,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
CLDX,Celldex Therapeutics,Diagnostic substances,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
CLEUF,China Liberal Education Holdings,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,N,CHINA
CLF,ClevelandCliffs,Metal mining,Basic Materials,STEEL-PRODUCERS,STEEL,Y,UNITED STATES
CLFD,Clearfield,Telephone & telegraph apparatus,Computer and Technology,Wireless Equipment,TELECOMM EQUIP,Y,UNITED STATES
CLGN,CollPlant Biotechnologies,Surgical appliances & supplies,Medical,MED-BIOMED/GENE,DRUGS,Y,ISRAEL
CLH,Clean Harbors,Sanitary services,Business Services,Waste Removal Svcs,BUSINESS SERVICES,Y,UNITED STATES
CLH.,MUNIHLDGS CA IN,,,,,,
CLHI,CLST,"Electronic parts & equipment, not elsewhere classified",Finance,FIN-MISC SVCS,FINANCE,N,UNITED STATES
CLIK,Click Holdings Limited,Employment agencies,Business Services,BUSINESS INFO SVC,BUSINESS SERVICES,N,HONG KONG
CLIR,ClearSign Technologies,Process control instruments,Industrial Products,Industrial Services,IND PRODS/SVC,Y,UNITED STATES
CLLNY,Cellnex Telecom SA - Unsponsored ADR,,Computer and Technology,Wireless Non-US,TELECOMM SVCS,N,
CLLS,Cellectis,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,FRANCE
CLMB,"Climb Global Solutions, Inc.","Computers, peripherals, & software",Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
CLMEF,Calima Energy Ltd.,,Oils/Energy,International E&P,OIL-EXP&PROD,N,
CLMT,"Calumet, Inc.",Petroleum refining,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,Y,UNITED STATES
CLNE,Clean Energy Fuels,Gas & other services combined,Utilities,UTIL-GAS DISTR,UTIL-GAS DISTR,Y,UNITED STATES
CLNN,Clene,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
CLNV,Clean Vision Corporation,,,,,,
CLOV,Clover Health Investments,Hospital & medical service plans,Medical,MEDICAL INFO SYS,MEDICAL CARE,Y,UNITED STATES
CLPBY,Coloplast A/S Sponsored ADR,Surgical appliances & supplies,Medical,MED INSTRUMENTS,MED PRODS,N,DENMARK
CLPHY,CLP,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,N,HONG KONG
CLPMF,"Clip Money, Inc.",Private households,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,CANADA
CLPR,Clipper Realty,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
CLPS,CLPS,Prepackaged software,Computer and Technology,IT Services,COMPUTER SOFT/SERV,N,HONG KONG
CLPT,ClearPoint Neuro,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
CLRB,Cellectar Biosciences,Pharmaceutical preparations,Medical,MED PRODUCTS,MED PRODS,Y,UNITED STATES
CLRCF,ClimateRock,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED KINGDOM
CLRD,Superconductor Technologies,Nursing & personal care facilities,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
CLRN,Clarent,Prepackaged software,Computer and Technology,Comm Network Software,TELECOMM EQUIP,N,UNITED STATES
CLRO,ClearOne,Telephone & telegraph apparatus,Computer and Technology,Communications Components,TELECOMM EQUIP,N,UNITED STATES
CLS,Celestica,Printed circuit boards,Computer and Technology,ELEC MANUF SVS (EMS),ELECTRONICS,Y,CANADA
CLSDQ,Clearside Biomedical,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
CLSK,Cleanspark,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
CLSRC,Control Laser Corporation,,,,,,
CLST,Catalyst Bancorp,Federal savings institutions,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,N,UNITED STATES
CLTS,Earth Life Sciences,Detective & armored car services,Basic Materials,MINING -MISC,METALS-NON FERR,N,UNITED STATES
CLTY,Celerity Solutions,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,N,
CLUBQ,Town Sports International Holdings,Membership sports & recreation clubs,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,UNITED STATES
CLUS,Cluster Group Holdings Limited Co.,"Communication services, not elsewhere classified",Computer and Technology,Wireless Equipment,TELECOMM EQUIP,N,CHINA
CLVR,Clever Leaves,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,CANADA
CLVSQ,Clovis Oncology,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
CLVT,Clarivate,Data processing & preparation,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,UNITED KINGDOM
CLW,Clearwater Paper,Paperboard mills,Basic Materials,PAPER &REL PRDS,PAPER,Y,UNITED STATES
CLWB,CROWN LABORATOR,,,,,,
CLWT,Euro Tech,Professional & commercial equipment & supplies,Industrial Products,POLLUTION CNTRL,POLLUTION CNTRL,N,HONG KONG
CLWY,Calloway's Nursery,"Building materials, hardware, garden supply & mobile home dealers",Retail/Wholesale,RETAIL-MISC/DIV,NONFOOD RETAIL/WH,N,UNITED STATES
CLX,Clorox,Polishes & sanitation goods,Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,Y,UNITED STATES
CLYM,"Climb Bio, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
CLZNY,Clariant AG Unsponsored ADR,,,,,,
CM,Canadian Imperial Bank of Commerce,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,Y,CANADA
CMA,Comerica,National commercial banks,Finance,BANKS-MJR REGNL,BANKS-MAJOR,Y,UNITED STATES
CMAKY,CHINA MINSHENG,Private households,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,CHINA
CMAN,CHAPMAN HOLDNGS,,,,,,
CMBM,Cambium Networks,Radio & t.v. communications equipment,Computer and Technology,Wireless National,TELECOMM SVCS,Y,UNITED STATES
CMBT,CMB.TECH nv,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,Y,BELGIUM
CMC,Commercial Metals,Blast furnaces & steel mills,Basic Materials,STEEL-PRODUCERS,STEEL,Y,UNITED STATES
CMCAF,Capitalworks Emerging Markets Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
CMCL,Caledonia Mining,Gold & silver ores,Basic Materials,MINING -GOLD,METALS-NON FERR,Y,JERSEY
CMCM,Cheetah Mobile,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,CHINA
CMCO,Columbus McKinnon,Construction machinery,Industrial Products,MACH-MATL HDLG,MACHINERY,Y,UNITED STATES
CMCSA,Comcast,Cable & other pay television services,Consumer Discretionary,CABLE TV,MEDIA,Y,UNITED STATES
CMCT,CREATIVE MDA&CT,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,N,UNITED STATES
CMDB,Costamare Bulkers Holdings Limited,,Transportation,TRANS-SERVICES,TRANSPORTATION,N,
CMDKF,China Modern Agricultural Information,Motor vehicle supplies & new parts,Consumer Staples,AGRI OPERATIONS,FOOD,N,CHINA
CME,CME Group,"Security & commodity brokers, dealers, exchanges & services",Finance,Securities Exchanges,FINANCE,Y,UNITED STATES
CMFO,China Marine Food Group,Miscellaneous food preparations & kindred products,Consumer Staples,FOOD-MEAT PRODS,FOOD,N,CHINA
CMFV,ComF5 International,Computer integrated systems design,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES
CMG,Chipotle Mexican Grill,Eating places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,Y,UNITED STATES
CMGMY,Chemring Group PLC - Unsponsored ADR,,Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,N,
CMGO,CMG Holdings,Advertising,Business Services,ADVERTISING/MKTG SVCS,BUSINESS SERVICES,N,UNITED STATES
CMGR,"Clubhouse Media Group, Inc.",,,,,,
CMGT,CHAPMAN CAP MGM,,,,,,
CMHF,Community Heritage Financial,,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,
CMHHY,China Merchants Holdings International,Marine cargo handling,Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,HONG KONG
CMI,Cummins,Engines & turbines,Auto/Tires/Trucks,ENGINES-INT CMB,AUTOS/TIRES/TRUCKS,Y,UNITED STATES
CMIM,Changming Industrial Management Group Holding,,,,,,
CMIT,CMARK INT INC,,,,,,
CMLS,Cumulus Media,Radio broadcasting stations,Consumer Discretionary,BRDCST-RADIO/TV,MEDIA,N,UNITED STATES
CMMB,Chemomab Therapeutics,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,ISRAEL
CMND,Clearmind Medicine Inc.,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,CANADA
CMNR,Commerce Energy Group,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,N,UNITED STATES
CMNT,CHINA MULNS NAN,,,,,,
CMOT,Curtiss Motorcycles,"Motorcycles, bicycles, & parts",Auto/Tires/Trucks,AUTO -DOMESTIC,AUTOS/TIRES/TRUCKS,N,UNITED STATES
CMP,Compass Minerals International,"Mining & quarrying of nonmetallic minerals, except fuels",Basic Materials,CHEM-DIVERSIFD,CHEMICALS,Y,UNITED STATES
CMPD,CompuMed,Data processing & preparation,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES
CMPGY,Compass Group,Private households,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,N,UNITED KINGDOM
CMPO,CompoSecure,Nondepository credit institutions,Business Services,Financial Transaction Services,BUSINESS SERVICES,Y,UNITED STATES
CMPR,Cimpress,Commercial printing,Consumer Discretionary,Cons Services - Misc,OTHER CONS DISC,Y,IRELAND
CMPS,COMPASS Pathways,Pharmaceutical preparations,Medical,Medical Services,MEDICAL CARE,Y,UNITED KINGDOM
CMPX,"Compass Therapeutics, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
CMRA,Comera Life Sciences,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
CMRC,"Commerce.com, Inc.",Prepackaged software,Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,Y,UNITED STATES
CMRE,Costamare,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,Y,
CMS,CMS Energy,Electric & other services combined,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES
CMSQY,Computershare Ltd.,,,,,,
CMT,Core Molding Technologies,"Plastics products, not elsewhere classified",Industrial Products,RUBBER&PLASTICS,IND PRODS/SVC,N,UNITED STATES
CMTG,"Claros Mortgage Trust, Inc.",Real estate,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
CMTL,Comtech Telecommunications,Radio & t.v. communications equipment,Computer and Technology,Wireless Equipment,TELECOMM EQUIP,Y,UNITED STATES
CMTOY,Cementos Argos S.A. Sponsored ADR,Holding & other investment offices,Construction,BLDG-CMT/CNT/AG,BUILDING PRODS,N,COLOMBIA
CMTV,Community Ban,National commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
CMTX,Comtex News Network,Miscellaneous business services,Business Services,BUSINESS INFO SVC,BUSINESS SERVICES,N,UNITED STATES
CMVN,COMVEN INC,,,,,,
CMWAY,Commonwealth Bank of Australia,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,N,AUSTRALIA
CMXX,CIMETRIX INC,,,,,,
CMYN,CASMYN CORP,,,,,,
CNA,CNA Financial,"Fire, marine, & casualty insurance",Finance,INS-PROP&CASLTY,INSURANCE,Y,UNITED STATES
CNAF,Commercial National Financial,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
CNANF,CHINA NAN FENG,,,,,,
CNBA,Chester Bancorp,Federal savings institutions,Finance,BANKS-MIDWEST,BANKS & THRIFTS,N,UNITED STATES
CNC,Centene,Hospital & medical service plans,Medical,MED-HMO,MEDICAL CARE,Y,UNITED STATES
CNCK,Coincheck Group N.V.,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,N,NETHERLANDS
CNCM,CONNECTED MEDIA,,,,,,
CNCY,CNC (PERU) -T,,,,,,
CNDA,Concord Acquisition Corp II,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
CNDD,CONCORDE AMER,,,,,,
CNDL,Candlewood Hotel Co.,Hotels & motels,Consumer Discretionary,HOTELS & MOTELS,LEISURE SERVICES,N,UNITED STATES
CNDT,Conduent,"Business services, not elsewhere classified",Business Services,Outsourcing,BUSINESS SERVICES,Y,UNITED STATES
CNER,CHINA NEW ENERG,,,,,,
CNET,ZW Data Action Technologies,"Computer programming, data processing, & other computer related",Business Services,ADVERTISING/MKTG SVCS,BUSINESS SERVICES,N,HONG KONG
CNEY,CN Energy Group,Industrial organic chemicals,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,CHINA
CNEZF,CALL-NET ENTERP,,,,,,
CNF,CNFinance,Nondepository credit institutions,Finance,FIN-MTG&REL SVS,FINANCE,N,CHINA
CNFN,CFN Enterprises,"Business services, not elsewhere classified",Finance,FIN-MISC SVCS,FINANCE,N,UNITED STATES
CNGL,Canna-Global Acquisition Corp.,Computer integrated systems design,Business Services,Financial Transaction Services,BUSINESS SERVICES,N,UNITED STATES
CNGT,Cannagistics Inc.,,,,,,
CNH,CNH Industrial,Construction machinery,Industrial Products,MACH-FARM,MACHINERY,Y,UNITED KINGDOM
CNHC,CHINA HLTH MGMT,,,,,,
CNI,Canadian National Railway,"Railroads, line-haul operating",Transportation,TRANS-RAIL,TRANSPORTATION,Y,CANADA
CNIG,Corning Natural Gas Holding,Gas transmission & distribution,Utilities,UTIL-GAS DISTR,UTIL-GAS DISTR,N,UNITED STATES
CNK,Cinemark,Motion picture theaters,Consumer Discretionary,MOVIE/TV PRD&DIST,MEDIA,Y,UNITED STATES
CNL,Collective Mining Ltd.,Gold & silver ores,Basic Materials,MINING -GOLD,METALS-NON FERR,N,CANADA
CNM,Core & Main,"Durable goods, not elsewhere classified",Industrial Products,MACH TLS&RL PRD,MACHINERY,Y,UNITED STATES
CNMD,CONMED,Electromedical equipment,Medical,MED/DENTAL-SUPP,MED PRODS,Y,UNITED STATES
CNNB,Cincinnati Bancorp,Federal savings institutions,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES
CNNE,Cannae,Eating & drinking places,Finance,FIN-INVEST MGMT,INVEST BKRS/MGMT,Y,UNITED STATES
CNNEQ,Canacol Energy,,,,,,
CNO,CNO Financial Group,Accident & health insurance,Finance,INS-MULTI LINE,INSURANCE,Y,UNITED STATES
CNOB,ConnectOne Bancorp,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES
CNP,CenterPoint Energy,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES
